datetime,order_book_id,symbol,side,position_effect,last_quantity,last_price,transaction_cost
2017-06-16 14:16:00,CU1708,CU1708,SELL,OPEN,4,45580.0,22.79
2017-06-19 13:31:00,CU1708,CU1708,BUY,CLOSE,4,45740.0,22.87
2017-06-19 23:31:00,CU1708,CU1708,BUY,OPEN,4,46000.0,23.0
2017-06-20 22:46:00,CU1708,CU1708,SELL,CLOSE,4,45450.0,22.73
2017-06-21 14:01:00,CU1708,CU1708,SELL,OPEN,4,45480.0,22.74
2017-06-21 22:01:00,CU1708,CU1708,BUY,CLOSE,4,46100.0,23.05
2017-06-22 23:16:00,CU1708,CU1708,BUY,OPEN,3,46090.0,17.28
2017-06-23 21:31:00,CU1708,CU1708,SELL,CLOSE,3,46500.0,17.44
2017-06-26 21:46:00,CU1708,CU1708,BUY,OPEN,3,46610.0,17.48
2017-06-27 21:01:00,CU1708,CU1708,SELL,CLOSE,3,46700.0,17.51
2017-06-28 21:16:00,CU1708,CU1708,BUY,OPEN,4,46820.0,23.41
2017-06-28 22:16:00,CU1708,CU1708,SELL,CLOSE,4,46850.0,0.0
2017-06-29 21:31:00,CU1708,CU1708,BUY,OPEN,3,47620.0,17.86
2017-06-29 23:31:00,CU1708,CU1708,SELL,CLOSE,3,47430.0,0.0
2017-06-30 14:46:00,CU1708,CU1708,BUY,OPEN,3,47500.0,17.81
2017-07-03 11:01:00,CU1708,CU1708,SELL,CLOSE,3,47330.0,17.75
2017-07-03 23:01:00,CU1708,CU1708,SELL,OPEN,3,47270.0,17.73
2017-07-04 23:16:00,CU1708,CU1708,BUY,CLOSE,3,47150.0,17.68
2017-07-05 21:31:00,CU1709,CU1709,SELL,OPEN,4,46870.0,23.43
2017-07-05 23:31:00,CU1709,CU1709,BUY,CLOSE,4,46770.0,0.0
2017-07-06 13:46:00,CU1709,CU1709,SELL,OPEN,4,46810.0,23.41
2017-07-07 21:01:00,CU1709,CU1709,BUY,CLOSE,4,46920.0,23.46
2017-07-13 11:01:00,CU1709,CU1709,BUY,OPEN,4,47310.0,23.66
2017-07-13 14:01:00,CU1709,CU1709,SELL,CLOSE,4,47320.0,0.0
2017-07-17 13:31:00,CU1709,CU1709,BUY,OPEN,4,47640.0,23.82
2017-07-17 14:31:00,CU1709,CU1709,SELL,CLOSE,4,47780.0,0.0
2017-07-19 23:01:00,CU1709,CU1709,SELL,OPEN,4,47670.0,23.84
